FID,Station_name,CITY,STATE
20487,POLICIA DE MUNICIPAL DE MOCA,MOCA,PR
20488,CUARTEL DE LA POLICIA ESTATAL  ,MOROVIS,PR
20489,POLICIA MUNICIPAL DE NAGUABO,NAGUABO,PR
20490,POLICIA MUNICIPAL DE SAN SEBASTIAN,SAN SEBASTIAN,PR
20491,POLICIA MUNICIPAL DE TOA ALTA,TOA ALTA,PR
20492,CUARTEL DE LA POLICIA ESTATAL  ,VILLALBA,PR
20493,DEPARTAMENTO DE LA POLICIA DE SAN JUAN  ,SAN JUAN,PR
20494,UTAH HIGHWAY PATROL  ,LOGAN,UT
20495,POLICIA MUNICIPAL DE VEGA BAJA,VEGA BAJA,PR
20496,CUARTEL DE LA POLICIA ESTATAL  ,SANTA ISABEL,PR
20497,UTAH HIGHWAY PATROL  ,VERNAL,UT
20498,SOUTH DAKOTA HIGHWAY PATROL  ,RAPID CITY,SD
20499,HEALTH ALLIANCE DEPARTMENT OF PUBLIC SAFETY,CINCINNATI,OH
20500,HOVEN POLICE DEPARTMENT,HOVEN,SD
20501,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20502,ORAL ROBERTS UNIVERSITY DEPARTMENT OF PUBLIC SAFETY AND SECURITY,TULSA,OK
20503,COMANDANCIA DE AREA DE LA POLICIA ESTATAL  ,PONCE,PR
20504,COMANDANCIA ESTATAL DE AREA  ,MAYAGUEZ,PR
20505,POLICIA MUNICIPAL DE SALINAS,SALINAS,PR
20506,CHIPPEWA COUNTY JAIL,CHIPPEWA FALLS,WI
20507,POLICIA MUNICIPAL DE ADJUNTAS,ADJUNTAS,PR
20508,CUARTEL DE LA POLICIA  ,JAYUYA,PR
20509,CUARTEL DE LA POLICIA  ,COROZAL,PR
20510,POLICIA MUNICIPAL DE COMERIO,COMERIO,PR
20511,POLICIA MUNICIPAL DE MARICAO,MARICAO,PR
20512,CUARTEL DE LA POLICIA  ,GUAYANILLA,PR
20513,CUARTEL DE LA POLICIA  ,GURABO,PR
20514,CUARTEL DE LA POLICIA ESTATAL  ,TOA BAJA,PR
20515,FUERZA UNIDAD DE RAPIDA ACCION AERIAL DE SAN JUAN,SAN JUAN,PR
20516,CUARTEL DE LA POLICIA ESTATAL  ,RIO GRANDE,PR
20517,CUARTEL DE LA POLICIA ESTATAL  ,OROCOVIS,PR
20518,CUARTEL DE LA POLICIA ESTATAL  ,SALINAS,PR
20519,CUARTEL DE LA POLICIA ESTATAL  ,MOCA,PR
20520,CUARTEL DE LA POLICIA  ,LAJAS,PR
20521,POLICIA DE MUNICIPAL DE LAJAS,LAJAS,PR
20522,CUARTEL DE LA POLICIA ESTATAL  ,LAS MARIAS,PR
20523,COMANDANCIA DE AREA DE LA POLICIA CINCO DISTRITO  ,GUAYAMA,PR
20524,CUARTEL DE LA POLICIA ESTATAL,LARES,PR
20525,DISTRITO DE LA POLICIA  ,CULEBRA,PR
20526,POLICIA MUNICIPAL DE GUAYNABO  ,GUAYNABO,PR
20527,POLICIA MUNICIPAL DE YAUCO,YAUCO,PR
20528,POLICIA MUNICIPAL DE PENUELAS,PENUELAS,PR
20529,CUARTEL POLICIA CAPITOLIO,SAN JUAN,PR
20530,POLICIA MUNICIPAL DE SANTA ISABEL,SANTA ISABEL,PR
20531,CUARTEL DE LA POLICIA ESTATAL  ,QUEBRADILLAS,PR
20532,CUARTEL CAPITAN ORLANDO PEREZ,SAN JUAN,PR
20533,ZONA TURISTICA DE SAN JUAN  ,SAN JUAN,PR
20534,POLICIA MUNICIPAL DE GUAYNABO  ,GUAYNABO,PR
20535,POLICIA MUNICIPAL DE CULEBRA,CULEBRA,PR
20536,CUARTEL DE LA POLICIA ESTATAL  ,JUNCOS,PR
20537,POLICIA MUNICIPAL DE JUNCOS,JUNCOS,PR
20538,POLICIA MUNICIPAL DE MAUNABO,MAUNABO,PR
20539,CUARTEL DE LA POLICIA ESTATAL  ,LUQUILLO,PR
20540,POLICIA MUNICIPAL DE AGUAS BUENAS,AGUAS BUENAS,PR
20541,CUARTEL DE LA POLICIA ESTATAL  ,PENUELAS,PR
20542,POLICIA MUNICIPAL DE NARANJITO,NARANJITO,PR
20543,POLICIA MUNICIPAL DE YABUCOA,YABUCOA,PR
20544,DEPARTAMENTO DE LA POLICIA DE SAN JUAN  ,SAN JUAN,PR
20545,CUARTEL DE LA POLICIA ESTATAL  ,SAN GERMAN,PR
20546,POLICIA MUNICIPAL DE PATILLAS,PATILLAS,PR
20547,POLICIA MUNICIPAL DE QUEBRADILLAS,QUEBRADILLAS,PR
20548,OSTRANDER POLICE DEPARTMENT,OSTRANDER,MN
20549,POLICIA MUNICIPAL DE ARECIBO,ARECIBO,PR
20550,POLICIA MUNICIPAL DE BAYAMON,BAYAMON,PR
20551,POLICIA MUNICIPAL DE GUAYNABO  ,GUAYNABO,PR
20552,POLICIA DE MUNICIPAL CATANO,CATANO,PR
20553,CUARTEL DE LA POLICIA  ,CAYEY,PR
20554,CUARTEL DE LA POLICIA  ,COMERIO,PR
20555,CUARTEL DE LA POLICIA  ,FAJARDO,PR
20556,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20557,DESTACAMENTO DE LA POLICIA PALMER  ,RIO GRANDE,PR
20558,CUARTEL DE LA POLICIA ESTATAL  ,RINCON,PR
20559,CUARTEL DE LA POLICIA ESTATAL  ,TOA ALTA,PR
20560,CUARTEL DE LA POLICIA ESTATAL  ,YAUCO,PR
20561,CUARTEL DE POLICIA  ,YABUCOA,PR
20562,CUARTEL DE LA POLICIA ESTATAL  ,SAN LORENZO,PR
20563,POLICIA DE MUNICIPAL HORMIGUEROS,HORMIGUEROS,PR
20564,COMANDANCIA DE LA POLICIA DE AREA  ,HUMACAO,PR
20565,POLICIA MUNICIPAL DE LOIZA,LOIZA,PR
20566,CUARTEL DE LA POLICIA ESTATAL  ,MANATI,PR
20567,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20568,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20569,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20570,UTAH HIGHWAY PATROL  ,MOAB,UT
20571,CUARTEL GENERAL DE LA POLICIA,SAN JUAN,PR
20572,POLICIA MUNICIPAL DE SAN LORENZO,SAN LORENZO,PR
20573,DEPARTAMENTO DE LA POLICIA DE SAN JUAN  ,SAN JUAN,PR
20574,DEPARTAMENTO DE LA POLICIA DE SAN JUAN  ,SAN JUAN,PR
20575,DIVISION OPERACIONES TACTICA DE SAN JUAN,SAN JUAN,PR
20576,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20577,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20578,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20579,POLICIA MUNICIPAL DE GUAYNABO  ,GUAYNABO,PR
20580,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20581,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20582,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20583,POLICIA MUNICIPAL DE CAMUY,CAMUY,PR
20584,POLICIA MUNICIPAL DE CANOVANAS,CANOVANAS,PR
20585,POLICIA MUNICIPAL DE CIDRA  ,CIDRA,PR
20586,POLICIA MUNICIPAL DE CAGUAS  ,CAGUAS,PR
20587,POLICIA MUNICIPAL DE MOROVIS,MOROVIS,PR
20588,CUARTEL DE LA POLICIA ESTATAL  ,NAGUABO,PR
20589,CUARTEL DE LA POLICIA ESTATAL  ,NARANJITO,PR
20590,CUARTEL DE LA POLICIA ESTATAL  ,PATILLAS,PR
20591,COMANDANCIA DE AREA DE LA POLICIA ESTATAL  ,PONCE,PR
20592,DEPARTAMENTO DE LA POLICIA DE SAN JUAN  ,SAN JUAN,PR
20593,POLICIA MUNICIPAL CAYEY,CAYEY,PR
20594,POLICIA MUNICIPAL CEIBA,CEIBA,PR
20595,POLICIA MUNICIPAL FAJARDO,FAJARDO,PR
20596,POLICIA MUNICIPAL DE FLORIDA,FLORIDA,PR
20597,CUARTEL DE POLICIA  ,CATANO,PR
20598,CUARTEL DE LA POLICIA  ,CIALES,PR
20599,POLICIA DE MUNICIPIO DE HATILLO,HATILLO,PR
20600,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20601,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20602,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20603,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20604,CUARTEL DE POLICIA ESTATAL  ,SAN JUAN,PR
20605,CUARTEL DE LA POLICIA ESTATAL  ,SAN SEBASTIAN,PR
20606,COMANDANCIA DE LA POLICIA MUNICIPAL DE MAYAGUEZ,MAYAGUEZ,PR
20607,CUARTEL DE DISTRITO DE LA POLICIA  ,FLORIDA,PR
20608,CUARTEL DE LA POLICIA ESTATAL  ,LOIZA,PR
20609,CUARTEL DE LA POLICIA ESTATAL  ,MAUNABO,PR
20610,POLICIA MUNICIPAL DE LAS PIEDRAS,LAS PIEDRAS,PR
20611,CUARTEL DE LA POLICIA ESTATAL  ,LAS PIEDRAS,PR
20612,CUARTEL DE LA POLICIA ESTATAL  ,ISABELA,PR
20613,POLICIA MUNICIPAL DE SAN GERMAN,SAN GERMAN,PR
20614,POLICIA MUNICIPAL DE VEGA ALTA,VEGA ALTA,PR
20615,CUARTEL DE LA POLICIA ESTATAL  ,VEGA BAJA,PR
20616,CUARTEL DE LA POLICIA ESTATAL  ,PUERTO NUEVO,PR
20617,CUARTEL DE LA POLICIA ESTATAL  ,SAN JUAN,PR
20618,CUARTEL DE LA POLICIA ESTATAL  ,TOA BAJA,PR
20619,COMANDANCIA DE AREA DE LA POLICIA  ,UTUADO,PR
20620,DESTACAMENTO DE POLICIA ANGELES,UTUADO,PR
20621,NELSON POLICE DEPARTMENT,NELSON,NH
20622,LEWIS AND CLARK COUNTY SHERIFF  ,AUGUSTA,MT
20623,TOWN OF GORDON CONSTABLE,GORDON,WI
20624,TOWN OF LAKE MILLS POLICE DEPARTMENT,LAKE MILLS,WI
20625,MABSCOTT POLICE DEPARTMENT,BECKLEY,WV
20626,EAST LYNNE POLICE DEPARTMENT,EAST LYNNE,MO
20627,WILLOWICK POLICE DEPARTMENT,WILLOWICK,OH
20628,CLAY COUNTY SHERIFFS DEPARTMENT,CLAY,WV
20629,CARTER COUNTY SHERIFFS DEPARTMENT,VAN BUREN,MO
20630,SOMERSWORTH POLICE DEPARTMENT,SOMERSWORTH,NH
20631,TACOMA POLICE DEPARTMENT  ,TACOMA,WA
20632,SOUTH DAKOTA GAME FISH AND WILDLIFE DEPARTMENT OF LAW ENFORCEMENT,PIERRE,SD
20633,VESPER POLICE DEPARTMENT,VESPER,WI
20634,NEVADA DEPARTMENT OF PUBLIC SAFETY  ,WINNEMUCCA,NV
20635,NORTH CAROLINA STATE HIGHWAY PATROL TROOP C  ,GOLDSBORO,NC
20636,MINNESOTA STATE PATROL  ,VIRGINIA,MN
20637,OKLAHOMA HIGHWAY PATROL  ,ALTUS,OK
20638,NEVADA DEPARTMENT OF PUBLIC SAFETY  ,JEAN,NV
20639,JASPER COUNTY SHERIFFS DEPARTMENT,CARTHAGE,MO
20640,LEEDS POLICE DEPARTMENT,LEEDS,UT
20641,SOUTH DAKOTA HIGHWAY PATROL  ,SIOUX FALLS,SD
20642,MINNESOTA STATE HIGHWAY PATROL  ,DETROIT LAKES,MN
20643,MINNESOTA STATE PATROL  ,MARSHALL,MN
20644,OKLAHOMA STATE HIGHWAY PATROL  ,ENID,OK
20645,LAC LA BELLE POLICE DEPARTMENT,OCONOMOWOC,WI
20646,OKLAHOMA HIGHWAY PATROL  ,TULSA,OK
20647,NYE COUNTY SHERIFFS OFFICE  ,TONOPAH,NV
20648,NORTH CAROLINA STATE HIGHWAY PATROL TROOP E  ,LEXINGTON,NC
20649,MISSOURI DIVISION OF FIRE SAFETY,JEFFERSON CITY,MO
20651,NORFOLK SOUTHERN RAILROAD COMPANY POLICE,NORTH KANSAS CITY,MO
20652,CITY OF SAINT LOUIS PORT AUTHORITY,SAINT LOUIS,MO
20653,OHIO STATE HIGHWAY PATROL  ,LUCASVILLE,OH
20654,WEST VIRGINIA STATE POLICE TROOP 3  ,PARSONS,WV
20655,MONTANA STATE  ,HELENA,MT
20656,UTAH NATURAL RESOURCES DEPARTMENT,SALT LAKE CITY,UT
20657,WEST VIRGINIA STATE POLICE TROOP 1  ,MORGANTOWN,WV
20658,CAMBRIDGE POLICE DEPARTMENT,CAMBRIDGE,WI
20659,GRANT COUNTY SHERIFFS OFFICE  ,GEORGE,WA
20660,SAINT LOUIS COUNTY POLICE DEPARTMENT  ,SAINT LOUIS,MO
20661,NORTH CAROLINA STATE HIGHWAY PATROL TROOP D  ,GRAHAM,NC
20662,LONDONDERRY AIRPORT POLICE DEPARTMENT,LONDONDERRY,NH
20663,ESSEX COUNTY PROSECUTORS OFFICE  ,NEWARK,NJ
20664,MISSOURI STATE HIGHWAY PATROL TROOP D ZONE OFFICE  ,KIMBERLING CITY,MO
20665,UNION COUNTY JAIL,ELIZABETH,NJ
20666,UTAH HIGHWAY PATROL  ,KANAB,UT
20667,HENDERSON MUNICIPAL COURT  ,HENDERSON,NV
20668,NEW YORK STATE POLICE TROOP G ZONE 1  ,FEURA BUSH,NY
20669,NEW YORK STATE POLICE TROOP K ZONE 2  ,LAGRANGEVILLE,NY
20670,NEW YORK STATE POLICE TROOP L ZONE 2  ,FISHERS ISLAND,NY
20671,NEW YORK STATE POLICE TROOP T ZONE 2  ,KINGSTON,NY
20672,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL POST  ,SELMA,AL
20673,COALING POLICE DEPARTMENT,COALING,AL
20674,1ST JUDICIAL  ,CLARENDON,AR
20675,ALABAMA PUBLIC SERVICE COMMISSION,MONTGOMERY,AL
20676,ARKANSAS STATE POLICE TROOP A,LITTLE ROCK,AR
20677,ARKANSAS STATE POLICE TROOP K,HOT SPRINGS,AR
20678,SEBASTIAN COUNTY SHERIFFS DEPARTMENT,GREENWOOD,AR
20679,RED EAGLE HONOR FARM,MONTGOMERY,AL
20680,35TH JUDICIAL CIRCUIT TASK FORCE,MONROEVILLE,AL
20681,LAWRENCE COUNTY SHERIFFS DEPARTMENT  ,MOULTON,AL
20682,12TH JUDICIAL CIRCUIT TASK FORCE,TROY,AL
20683,CULLMAN COUNTY JUVENILE DETENTION CENTER,CULLMAN,AL
20684,ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT  ,DOTHAN,AL
20685,ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT  ,FLORENCE,AL
20686,ALABAMA DEPARTMENT OF CONSERVATION AND NATURAL RESOURCES  ,SPANISH FORT,AL
20687,FRANK JACKSON STATE PARK RANGER STATION,OPP,AL
20688,JOE WHEELER STATE PARK RANGER STATION,ROGERSVILLE,AL
20689,HUNTSVILLE POLICE DEPARTMENT  ,HUNTSVILLE,AL
20690,HIGHLAND LAKE POLICE DEPARTMENT,ONEONTA,AL
20691,RICKWOOD CAVERNS STATE PARK  ,WARRIOR,AL
20692,HUNTSVILLE POLICE DEPARTMENT  ,HUNTSVILLE,AL
20693,HUNTSVILLE POLICE DEPARTMENT  ,HUNTSVILLE,AL
20694,SAINT CLAIR COUNTY SHERIFFS DEPARTMENT,PELL CITY,AL
20695,ALABAMA DEPARTMENT OF CONSERVATION AND NATURAL RESOURCES  ,PRATTVILLE,AL
20696,ALABAMA CRIMINAL JUSTICE INFORMATION CENTER,MONTGOMERY,AL
20697,WIND CREEK STATE PARK RANGER STATION,ALEXANDER CITY,AL
20698,ALABAMA DEPARTMENT OF PUBLIC SAFETY DRIVERS LICENSE DIVISION,MONTGOMERY,AL
20699,CATHEDRAL CAVERNS STATE PARK CONSERVATION OFFICER,WOODVILLE,AL
20700,WALKER COUNTY NARCOTIC ENFORCEMENT TEAM,JASPER,AL
20701,LAKEPOINT STATE PARK RANGER STATION,EUFAULA,AL
20702,CSX RAILROAD POLICE,BIRMINGHAM,AL
20703,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20704,HOOVER POLICE DEPARTMENT  ,HOOVER,AL
20705,CHILDERSBURG POLICE DEPARTMENT  ,CHILDERSBURG,AL
20706,HUNTINGDON COLLEGE SECURITY DEPARTMENT,MONTGOMERY,AL
20707,1ST JUDICIAL CIRCUIT TASK FORCE,JACKSON,AL
20708,BUCKS POCKET STATE PARK RANGER,GROVE OAK,AL
20709,MADISON COUNTY SHERIFFS DEPARTMENT-SUBSTATION,HUNTSVILLE,AL
20710,BELLSOUTH SECURITY,BIRMINGHAM,AL
20711,ALCOHOLIC BEVERAGE CONTROL BOARD ENFORCEMENT OFFICE,HUNTSVILLE,AL
20712,GULF STATE PARK RANGER STATION,GULF SHORES,AL
20713,ALABAMA BOARD OF PHARMACY  ,BIRMINGHAM,AL
20714,ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT  ,THOMASVILLE,AL
20715,ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT  ,ANNISTON,AL
20716,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,EUREKA SPRINGS,AR
20717,FRANKLIN COUNTY DETENTION CENTER,RUSSELLVILLE,AL
20718,21ST JUDICIAL CIRCUIT TASK FORCE,BREWTON,AL
20719,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,HOT SPRINGS,AR
20720,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER ,DUMAS,AR
20721,PULASKI COUNTY SHERIFF SOUTHWEST  ,LITTLE ROCK,AR
20722,ALTHEIMER POLICE DEPARTMENT,ALTHEIMER,AR
20723,9TH WEST JUDICIAL  ,ASHDOWN,AR
20724,FIRE MARSHAL SERVICE,LITTLE ROCK,AR
20725,16TH JUDICIAL  ,BATESVILLE,AR
20726,DONALDSON CITY MARSHAL,DONALDSON,AR
20727,JERICHO POLICE DEPARTMENT,JERICHO,AR
20728,FOUNTAIN HILL POLICE DEPARTMENT,FOUNTAIN HILL,AR
20729,GILMORE POLICE DEPARTMENT,GILMORE,AR
20730,CRAIGHEAD COUNTY SHERIFFS OFFICE  ,LAKE CITY,AR
20731,PULASKI COUNTY SHERIFF SOUTHEAST  ,LITTLE ROCK,AR
20732,YELL COUNTY SHERIFF  ,DARDANELLE,AR
20733,EDMONDSON POLICE DEPARTMENT,EDMONDSON,AR
20734,KINGSLAND POLICE DEPARTMENT,KINGSLAND,AR
20735,COLT POLICE DEPARTMENT,COLT,AR
20736,PULASKI COUNTY SHERIFF NORTHCENTER  ,JACKSONVILLE,AR
20737,HUNTINGTON POLICE DEPARTMENT,HUNTINGTON,AR
20738,FOREMAN MARSHAL OFFICE,FOREMAN,AR
20739,ELAINE POLICE DEPARTMENT,ELAINE,AR
20740,JUNCTION CITY POLICE DEPARTMENT,JUNCTION CITY,AR
20741,ALPENA POLICE DEPARTMENT,ALPENA,AR
20742,15TH JUDICIAL  ,DANVILLE,AR
20743,EVENING SHADE POLICE DEPARTMENT,EVENING SHADE,AR
20744,6TH JUDICIAL  ,LITTLE ROCK,AR
20745,ARKANSAS STATE POLICE TROOP G,HOPE,AR
20746,BENTON COUNTY SHERIFFS OFFICE  ,BELLA VISTA,AR
20747,GOSHEN CITY MARSHAL,GOSHEN,AR
20748,FOUKE POLICE DEPARTMENT,FOUKE,AR
20749,LITTLE ROCK POLICE DEPARTMENT  ,LITTLE ROCK,AR
20750,PULASKI COUNTY CORONERS OFFICE,LITTLE ROCK,AR
20751,ALTUS POLICE DEPARTMENT,ALTUS,AR
20752,DYER POLICE DEPARTMENT,DYER,AR
20753,CHERRY VALLEY POLICE DEPARTMENT,CHERRY VALLEY,AR
20754,HOUSTON CITY POLICE,HOUSTON,AR
20755,LAKE VIEW POLICE DEPARTMENT,HELENA,AR
20756,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER  ,DUMAS,AR
20757,LITTLE ROCK POLICE DEPARTMENT  ,LITTLE ROCK,AR
20758,HUGHES POLICE DEPARTMENT,HUGHES,AR
20759,JOINER POLICE DEPARTMENT,JOINER,AR
20760,MAGNOLIA HOUSING AUTHORITY,MAGNOLIA,AR
20761,CLAY COUNTY SHERIFFS DEPARTMENT,CORNING,AR
20762,CAMDEN POLICE DEPARTMENT  ,CAMDEN,AR
20763,LITTLE ROCK POLICE DEPARTMENT  ,LITTLE ROCK,AR
20764,CALION POLICE DEPARTMENT,CALION,AR
20765,DELL POLICE DEPARTMENT,DELL,AR
20766,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,BRINKLEY,AR
20767,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,CAMDEN,AR
20768,NORTH LITTLE ROCK POLICE DEPARTMENT  ,LITTLE ROCK,AR
20769,HELENA POLICE DEPARTMENT,HELENA,AR
20770,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER ,DUMAS,AR
20771,4TH JUDICIAL  ,FAYETTEVILLE,AR
20772,CONCORD CITY MARSHAL,CONCORD,AR
20773,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER-DESHA COUNTY SHERIFF SUBSTATION,DUMAS,AR
20774,13TH JUDICIAL  ,CAMDEN,AR
20775,MITCHELLVILLE POLICE DEPARTMENT,DUMAS,AR
20776,CHIDESTER POLICE DEPARTMENT,CHIDESTER,AR
20777,PULASKI COUNTY SHERIFF SOUTHCENTER  ,LITTLE ROCK,AR
20778,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,JONESBORO,AR
20779,SOUTH CENTRAL ARKANSAS DRUG TASK FORCE,DE QUEEN,AR
20780,ARKANSAS STATE POLICE TROOP J,CLARKSVILLE,AR
20781,ALLPORT POLICE DEPARTMENT,ENGLAND,AR
20782,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT  ,CALICO ROCK,AR
20783,ARKANSAS HIGHWAY POLICE  ,HOPE,AR
20784,12TH JUDICIAL  ,FORT SMITH,AR
20785,DIAMONDHEAD POLICE DEPARTMENT,HOT SPRINGS,AR
20786,ARKANSAS STATE POLICE TROOP C,JONESBORO,AR
20787,WESTARK COMMUNITY COLLEGE SECURITY,FORT SMITH,AR
20788,HUMNOKE POLICE DEPARTMENT,HUMNOKE,AR
20789,18TH EAST JUDICIAL  ,HOT SPRINGS,AR
20790,ARKANSAS STATE POLICE TROOP H,FORT SMITH,AR
20791,PISGAH POLICE DEPARTMENT,PISGAH,AL
20792,SHELBY COUNTY DRUG TASK FORCE,COLUMBIANA,AL
20793,CALHOUN-CLEBURN COUNTY DRUG AND VIOLENT CRIME TASK FORCE,ANNISTON,AL
20794,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20795,RIVER FALLS POLICE DEPARTMENT,RIVER FALLS,AL
20796,WALNUT GROVE POLICE DEPARTMENT,WALNUT GROVE,AL
20797,LYNN POLICE DEPARTMENT,LYNN,AL
20798,ALABAMA DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL DIVISION  ,DECATUR,AL
20799,ALABAMA DEPARTMENT OF CONSERVATION AND NATURAL RESOURCES  ,TANNER,AL
20800,HOOVER POLICE DEPARTMENT  ,HOOVER,AL
20801,PRICHARD POLICE DEPARTMENT  ,PRICHARD,AL
20802,MOUNTAINBORO POLICE DEPARTMENT,BOAZ,AL
20803,WHITE HALL POLICE DEPARTMENT,HAYNEVILLE,AL
20804,TUSKEGEE UNIVERSITY POLICE DEPARTMENT,TUSKEGEE INSTITUTE,AL
20805,GANTT POLICE DEPARTMENT,GANTT,AL
20806,MOBILE COUNTY SHERIFFS DEPARTMENT  ,GRAND BAY,AL
20807,MOBILE COUNTY SHERIFFS DEPARTMENT  ,SEMMES,AL
20808,TOXEY POLICE DEPARTMENT,TOXEY,AL
20809,ANDALUSIA WILDLIFE AND FISHERIES OFFICE,ANDALUSIA,AL
20810,ALABAMA DEPARTMENT OF PUBLIC SAFETY NARCOTICS OPERATIONS SERVICE,MONTGOMERY,AL
20811,SAMFORD UNIVERSITY DEPARTMENT OF CAMPUS SAFETY,BIRMINGHAM,AL
20812,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL POST  ,ALEXANDER CITY,AL
20813,CITY OF ALBERTVILLE FIRE MARSHAL  ,ALBERTVILLE,AL
20814,ALABAMA DEPARTMENT OF PUBLIC SAFETY BUREAU OF INVESTIGATION DIVISION,MONTGOMERY,AL
20815,LAKE LURLEEN STATE PARK,COKER,AL
20816,MORGAN COUNTY LICENSE INSPECTOR,DECATUR,AL
20817,CENTRAL ALABAMA DRUG TASK FORCE,WETUMPKA,AL
20818,ALABAMA DEPARTMENT OF PUBLIC SAFETY  ,HUNTSVILLE,AL
20819,CHEWACLA STATE PARK,AUBURN,AL
20820,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL  ,ATTALLA,AL
20821,SOUTHEAST ALABAMA CRIMINAL INTELLIGENCE PROGRAM,OZARK,AL
20822,ETOWAH COUNTY DRUG ENFORCEMENT UNIT,GADSDEN,AL
20823,BARBOUR COUNTY DRUG TASK FORCE,EUFAULA,AL
20824,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL POST  ,DOTHAN,AL
20825,ALABAMA DEPARTMENT OF PUBLIC SAFETY SERVICE DIVISION,MONTGOMERY,AL
20826,ALABAMA MARINE POLICE  ,ALEXANDER CITY,AL
20827,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20828,UNIVERSITY OF SOUTH ALABAMA POLICE DEPARTMENT  ,MOBILE,AL
20829,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20830,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20831,MONTGOMERY AIRPORT POLICE DEPARTMENT,MONTGOMERY,AL
20832,OAK MOUNTAIN STATE PARK POLICE,PELHAM,AL
20833,BEVILL STATE COMMUNITY COLLEGE  ,JASPER,AL
20834,ALABAMA DEPARTMENT OF PUBLIC SAFETY EXECUTIVE SECURITY UNIT,MONTGOMERY,AL
20835,MOBILE POLICE DEPARTMENT  ,MOBILE,AL
20836,ALABAMA DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL DIVISION  ,SHEFFIELD,AL
20837,ALABAMA NARCOTIC INTELLIGENCE PROGRAM  ,MOBILE,AL
20838,ALABAMA ALCOHOLIC BEVERAGE CONTROL BOARD  ,THEODORE,AL
20839,AUBURN PUBLIC SAFETY DEPARTMENT,AUBURN,AL
20840,ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT,AUBURN,AL
20841,8TH JUDICIAL CIRCUIT TASK FORCE,DECATUR,AL
20842,CHICKASAW JAIL,CHICKASAW,AL
20843,TROY STATE MONTGOMERY CAMPUS POLICE,MONTGOMERY,AL
20844,BISHOP STATE COMMUNITY COLLEGE POLICE DEPARTMENT  ,MOBILE,AL
20845,RED LEVEL POLICE DEPARTMENT,RED LEVEL,AL
20846,LAKE GUNTERSVILLE STATE PARK RANGER,GUNTERSVILLE,AL
20847,CASTLEBERRY POLICE DEPARTMENT,CASTLEBERRY,AL
20848,BISHOP STATE COMMUNITY COLLEGE POLICE DEPARTMENT  ,MOBILE,AL
20849,WIREGRASS VIOLENT CRIME TASK,OZARK,AL
20850,BRANCHVILLE POLICE DEPARTMENT,BRANCHVILLE,AL
20851,FLORALA STATE PARK,FLORALA,AL
20852,BALDWIN COUNTY DRUG TASK FORCE,ROBERTSDALE,AL
20853,MADISON COUNTY DRUG TASK FORCE,HUNTSVILLE,AL
20854,22ND JUDICIAL DRUG TASK FORCE,OPP,AL
20855,CHEAHA STATE PARK RANGER,DELTA,AL
